代码,名称,涨幅%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,短期形态,中期形态,长期形态,市盈(TTM),最高,最低,昨收,市盈(动),总金额,量比,细分行业,地区,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,开盘换手Z,封成比,封单额,流通股(亿),流通市值,AB股总市值,强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,市盈(静),贝塔系数,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
300191,潜能恒信,-5.13,17.03,-0.92,17.02,17.03,32823,219,0.06,1.59,17.75,,,,214.23,17.75,16.95,17.95,481.53,56204364,1,石油开采,北京,4.46,17.12,18884,13939,1.35,28,49,--  ,972700,0.04,--  ,--  ,2.07,         35.26亿,         54.50亿,-3.1,1522,22,0.001,-1,-4.7,-12.98,-23.56,-21.26,2.63,         21.28亿,198.08,0.87,-1.11,-1.11,-5.57,-4.6,-4.06,-4.06,0.47,-0.52,20191026,20110316,3.2,--  ,--  ,13.27,11.84,0.01,10.73,7.51,1.83,0.29,1.07,0,1.09,5.5,0.77,0.3,0.16,0.05,0.17,0.09,0.08,0.07,2.37,0.07,0.22,20362,6135,10.45万,-20.48,-13.06,4.6,831.75,70.34,0.11,0.027㈢,3.7,0,1.72,0.74,0.02,89.16,   0.72㈢,61.15,21.28,10.96,--  ,66,300191,--  ,--  ,--  
300612,宣亚国际,-5.13,12.57,-0.68,12.57,12.59,15667,261,-0.15,1.57,12.95,,,,281.18,13.09,12.4,13.25,--  ,19795546,1.05,广告包装,北京,5.21,12.64,8778,6889,1.27,39,49,--  ,167100,0.03,--  ,--  ,1,         12.52亿,         20.36亿,-3.1,1265,12,0.0012,-3,-6.96,-18.48,-29.69,-26.36,3.52,          5.60亿,101.91,0.84,-2.26,-1.21,-6.42,-4.64,-2.93,-3.97,1.37,-0.49,20200221,20170215,1.62,--  ,--  ,4.92,4.03,0.09,16.15,3.27,0.05,0.01,0.79,0.16,1.29,2.07,1.96,1.08,-0.08,-0.05,-0.08,-0.09,-0.06,-0.07,0.52,0.11,-0.72,13333,3339,4.20万,-178.61,-27.51,4.85,179.32,10.41,0,-0.036㈢,2.59,2.59,1.28,0.32,0.07,81.99,  -1.47㈢,44.57,-3.88,-3.02,0.16,257,300612,--  ,--  ,--  
000936,华西股份,-5.13,7.76,-0.42,7.76,7.77,402880,2701,-0.25,4.55,7.99,,,,14.38,8.15,7.57,8.18,10.83,314317216,1.31,化纤,江苏,7.09,7.8,198283,204597,0.97,2431,60,--  ,2555600,0.06,--  ,--  ,8.85,         68.70亿,         68.75亿,-3.11,3708,109,0.0012,-3,-10.18,-18.75,0.52,-0.64,7.66,         40.79亿,22.58,1.2,-2.32,-0.37,-7.46,-4.62,-2.88,-4.79,2.51,-0.51,20200323,19990810,8.86,--  ,--  ,131.57,50.48,6.01,57.07,82.28,4.54,0.22,26.92,1.85,2.97,5.54,24.98,23.32,6.52,4.72,6.52,5.21,4.76,4.68,32.61,3.27,-0.94,63279,8308,6.45万,62.42,18.78,1.36,21.04,2.75,0.61,0.537㈢,5.7,0,0.63,3.68,0.37,38.37,   9.43㈢,6.65,26.1,19.07,0.01,910,936,--  ,--  ,--  
000032,深桑达Ａ,-5.13,14.78,-0.8,14.77,14.78,46544,154,-0.8,1.13,15.43,,,,58.03,15.43,14.51,15.58,52.39,69067208,1.12,元器件,深圳,5.91,14.84,27440,19104,1.44,11,195,--  ,121900,0,--  ,--  ,4.11,         60.79亿,         61.07亿,-3.11,1842,25,0.0006,-3,-6.4,-20.92,1.72,4.09,2.8,         24.55亿,60.16,1.17,-0.96,-0.96,-6.87,-4.76,-4.21,-4.21,1.86,-0.38,20200323,19931028,4.13,--  ,--  ,21.73,14.2,1.66,26.97,16.6,0.76,2.35,5.72,3.17,2.04,0.7,10.12,7.87,1.18,-0.02,1.22,0.9,0.87,0.73,6.86,0.74,-1.19,17082,9726,14.37万,4.71,-13.32,4.3,82.18,6.04,0.51,0.212㈢,3.44,0,0.17,1.66,0.18,65.37,   6.16㈢,22.25,11.63,8.64,0.12,457,32,--  ,--  ,--  
300458,全志科技,-5.14,27.51,-1.49,27.5,27.51,69879,812,0,3.28,28.5,,,,76.54,28.5,27.03,29,44.93,193280128,1.17,元器件,广东,5.07,27.66,34085,35794,0.95,57,236,--  ,1744200,0.03,--  ,--  ,2.13,         58.63亿,         90.95亿,-3.11,3020,23,0.0011,-3,-9.24,-20.35,-17.46,-14.01,3.89,         49.37亿,81.16,1.09,-1.72,-1.72,-6.79,-4.62,-3.47,-3.47,1.78,-0.51,20191029,20150515,3.31,--  ,--  ,25.7,21.91,0.41,13.15,22.06,1.42,0.94,3.23,4.04,0.5,6.3,10.63,7.22,1.58,0.03,1.57,1.49,1.52,1.23,11.13,2.74,4.2,29014,6185,17.01万,4.93,3.05,4.15,33.17,8.56,1.03,0.459㈢,6.63,0,1.9,3.37,0.83,85.27,   6.93㈢,32.02,14.82,14.29,1.74,682,300458,--  ,--  ,--  
002089,*ST新海,-5.15,2.58,-0.14,--  ,2.58,290912,1342,0,2.52,2.68,,,,--  ,2.68,2.58,2.72,--  ,75440048,0.72,通信设备,江苏,3.68,2.59,159286,131626,1.21,0,9015,--  ,545900,0.02,0.03,2325870,11.55,         29.79亿,         35.47亿,-3.12,1888,154,0.0013,-1,-6.51,8.86,37.96,39.46,2.66,         28.19亿,--  ,0.5,-1.47,-1.47,-5.15,-4.66,-3.73,-3.73,0,-0.49,20200309,20061130,13.75,--  ,--  ,34.48,7.59,0.49,76.55,13.35,6.41,0.8,18.25,0.28,2.4,0.55,5.2,4.74,-5.29,-0.3,-5.33,-5.42,-5.51,-5.51,-7.47,2.87,0.27,59284,18433,4.76万,-613.42,89.46,4.67,12.35,6.82,0,-0.401㈢,0.55,0,0.04,-0.54,0.21,22.02, -72.56㈢,8.86,-101.64,-105.86,0.11,452,2089,--  ,--  ,--  
603936,博敏电子,-5.16,17.1,-0.93,17.1,17.11,64353,454,0.12,2.4,17.53,,,,30.65,17.6,16.65,18.03,28.25,109648632,1.02,元器件,广东,5.27,17.04,32786,31567,1.04,70,63,--  ,354100,0.02,--  ,--  ,2.68,         45.89亿,         53.87亿,-4.26,2572,25,0.0009,-2,-7.31,-24.1,-4.1,-0.52,5.52,         19.94亿,45.54,1.58,-2.77,-2.38,-7.65,-5.5,-2.45,-2.84,2.7,0.34,20200106,20151209,3.15,--  ,--  ,42.29,24,--  ,43.25,17.65,11.55,0.36,15.11,4.25,7.55,13.66,17.98,14.45,1.6,0.01,1.61,1.43,1.43,1.31,6.58,0.88,-0.56,32047,3638,6.22万,73.48,25.82,2.24,60.9,3,0.4,0.454㈢,7.62,0,4.34,2.09,0.28,56.75,   5.96㈢,19.64,8.88,7.95,0.71,3719,603936,--  ,--  ,--  
603396,金辰股份,-5.16,19.49,-1.06,19.49,19.5,22378,446,-0.96,5.06,20.61,,,,30.3,20.65,19,20.55,30.23,43267304,2.22,专用机械,辽宁,8.03,19.33,14214,8164,1.74,41,10,--  ,61800,0.01,--  ,--  ,0.44,          8.61亿,         20.62亿,-4.26,2262,10,0.0022,-3,-9.39,-17.35,-15.3,-9.06,5.06,          8.61亿,25.63,1.47,0.29,0.49,-7.54,-5.91,-5.43,-5.62,2.58,0.75,20191105,20171018,1.06,--  ,--  ,17.98,9.16,0.2,47.93,15.44,1.59,0.09,8.61,5.46,4.68,4.25,6.53,4.15,0.75,0,0.76,0.57,0.51,0.49,3.46,-0.68,-0.66,8828,5006,9.76万,-20.34,21.65,2.25,-30.24,3.16,1.18,0.484㈢,8.66,0,4.02,3.27,-0.64,50.96,   5.58㈢,36.48,11.5,7.83,0.55,1048,603396,--  ,--  ,--  
002229,鸿博股份,-5.16,6.43,-0.35,6.43,6.44,122360,1097,-0.45,2.98,6.69,,,,522.34,6.72,6.29,6.78,--  ,79357792,1.1,广告包装,福建,6.34,6.49,64122,58238,1.1,924,427,--  ,140500,0.01,--  ,--  ,4.1,         26.38亿,         32.04亿,-3.13,2442,50,0.0012,-3,-7.35,-25.67,-3.74,-3.46,3.69,         21.33亿,656.95,0.61,-1.33,-0.88,-7.23,-4.34,-3.89,-4.32,2.23,-0.82,20191031,20080508,4.98,--  ,--  ,21.08,16.68,1.05,15.92,11.36,5.3,0.53,3.1,1.31,1,8.76,4.36,3.21,0.14,0.06,0.14,0.09,-0.04,-0.11,2.35,0.02,-4.65,43303,7660,4.93万,24.8,-11.85,1.92,1524.43,7.35,0.44,-0.008㈢,3.35,0,1.76,0.47,0,79.1,  -0.24㈢,26.42,3.23,-0.92,0.11,1420,2229,--  ,--  ,--  
688198,佰仁医疗,-5.16,40.78,-2.22,40.78,41.05,4135,5,0,2.12,42.66,,,,67.98,42.66,40.5,43,61.54,16952856,0.86,医疗保健,北京,5.02,41,2718,1417,1.92,17,10,--  ,40100,0,--  ,--  ,0.2,          7.97亿,         39.15亿,-4.26,449,9,0.0047,-2,-5.78,-16.83,-6.27,-3.25,2.12,          7.97亿,82.8,1.31,-0.79,-0.79,-5.81,-4.66,-4.41,-4.41,0.69,-0.51,20191208,20191209,0.96,--  ,--  ,2.6,2.44,-0.01,6.21,2.04,0.41,0.11,0.15,0.09,0.01,0.98,1.07,0.09,0.55,0.01,0.55,0.48,0.48,0.46,0.71,0.44,-1.41,20216,966,3.94万,0,0,5.22,88.5,36.75,0,0.497㈢,7.82,7.82,1.02,0.74,0.46,94.06,  19.53㈢,91.35,51.75,44.79,0.11,167,688198,--  ,--  ,--  
002023,海特高新,-5.16,14.14,-0.77,14.13,14.14,451684,3567,0.57,6.85,14.4,,,,172.63,14.5,13.6,14.91,160.76,632912000,0.82,航空,四川,6.04,14.01,238286,213398,1.12,173,1141,--  ,5005400,0.06,--  ,--  ,6.59,         93.22亿,        107.01亿,-3.14,4312,105,0.0016,-3,-8.36,-16.53,17.93,17.34,7.76,         82.33亿,176.17,1.38,-3.42,-2.75,-8.79,-6.02,-1.81,-2.48,3.97,0.86,20191022,20040721,7.57,--  ,--  ,70.4,35.51,4.41,43.29,18.46,32.75,3.17,10.09,3.81,6.68,18.85,5.63,3.39,0.5,0.18,0.5,0.33,0.5,0.11,6.21,1.19,-2.68,82111,7091,10.03万,2.71,56.73,3.01,89.66,18.99,0,0.066㈢,4.69,0,2.49,0.82,0.16,50.44,   1.41㈢,39.82,8.94,8.86,0.32,1551,2023,--  ,--  ,--  
002918,蒙娜丽莎,-5.17,21.1,-1.15,21.1,21.12,46086,337,0.09,3.41,22.08,,,,22.46,22.08,20.86,22.25,20.96,98141256,1.34,其他建材,广东,5.48,21.3,28809,17277,1.67,160,6,--  ,130300,0,--  ,--  ,1.35,         28.55亿,         84.86亿,-3.14,2264,20,0.0015,-2,-4.95,-6.72,9.32,5.4,3.73,         26.06亿,24.69,1.09,-0.76,-0.76,-6.25,-4.29,-4.44,-4.44,1.15,-0.88,20191026,20171219,4.02,--  ,--  ,50.47,27.75,--  ,45.01,39.35,4.75,1.95,21.66,9.86,6.07,11.79,26.76,16.93,3.67,0.05,3.67,3.04,3.04,2.72,10.97,8.58,5.31,17623,7008,14.79万,13.45,17.44,3.06,9.89,3.17,0.93,0.755㈢,6.9,0,2.93,2.73,2.13,54.99,  10.94㈢,36.72,13.7,11.35,1.04,3442,2918,--  ,--  ,--  
002389,航天彩虹,-5.17,11.37,-0.62,11.37,11.39,186606,1402,0,3.13,11.8,,,,46.04,11.86,11,11.99,92.1,212089728,1.46,元器件,浙江,7.17,11.37,104257,82349,1.27,228,200,--  ,1517500,0.03,--  ,--  ,5.97,         67.84亿,        107.57亿,-3.14,3150,59,0.001,-3,-8.75,-15.91,0.71,2.43,4.38,         48.48亿,46.91,1.26,-1.58,-1.08,-8.26,-5.21,-3.64,-4.13,3.36,0.04,20200323,20100413,9.46,--  ,--  ,82.63,62.82,1.32,22.37,36.3,17.9,13.54,17.18,7.07,18.95,47.77,16.9,12.67,1.19,-0.01,1.18,1.02,0.88,0.83,4.81,-0.78,-1.65,44315,9621,10.94万,5.54,12.37,1.71,-137.11,6.37,0.25,0.093㈢,6.64,0,5.05,0.51,-0.08,76.03,   1.39㈢,25.04,7.04,5.18,0.71,1892,2389,--  ,--  ,--  
688357,建龙微纳,-5.17,45.11,-2.46,45.11,45.14,7135,40,0.02,5.43,46.9,,,,34.73,46.9,44.41,47.57,28.46,32265020,1.49,化工原料,河南,5.23,45.22,4086,3049,1.34,59,2,--  ,108500,0.02,--  ,--  ,0.13,          5.93亿,         26.08亿,-4.27,666,11,0.0082,-2,-7.39,-16.8,-7.24,-4.97,5.43,          5.93亿,58.43,1.62,-1.41,-1.41,-6.64,-4.93,-3.82,-3.82,1.58,-0.24,20191203,20191204,0.58,--  ,--  ,6.3,2.84,--  ,54.87,2.67,3.07,0.24,2.86,0.67,0.5,1.25,3.08,1.87,0.66,0,0.79,0.69,0.69,0.55,1.1,0.33,-0.34,14874,884,3.99万,0,0,3.05,79.98,8.46,0,1.189㈢,14.77,14.77,2.16,1.91,0.56,45.13,  24.19㈢,39.21,21.25,22.3,0.11,479,688357,--  ,--  ,--  
300785,值得买,-5.18,139.25,-7.6,139.25,139.3,7206,65,0.18,5.4,143.5,,,,65.62,143.5,135,146.85,90.25,100016768,0.97,互联网,北京,5.79,138.79,4229,2977,1.42,1,1,--  ,200900,0.01,--  ,--  ,0.13,         18.57亿,         74.27亿,-3.15,1950,4,0.0028,-3,-7.8,-27.17,1.66,-3.31,5.4,         18.57亿,81.82,1.33,-2.28,-2.28,-8.07,-5.49,-2.96,-2.96,3.15,0.31,20191026,20190715,0.53,--  ,--  ,8.76,6.94,--  ,20.83,6.64,2.01,0.06,0.91,0.03,1.41,4.09,4.05,1.15,0.68,0.02,0.68,0.62,0.62,0.57,2.1,0.68,1.37,12553,1062,14.79万,0,0,10.71,109.89,18.36,0,1.440㈢,13,0,7.67,3.94,1.27,79.17,   8.90㈢,71.56,16.74,15.25,0.61,854,300785,--  ,--  ,--  
300508,维宏股份,-5.18,25.46,-1.39,25.45,25.46,8774,64,-0.19,2.12,26.81,,,,--  ,26.81,25.05,26.85,60.84,22479498,1.08,软件服务,上海,6.55,25.62,5176,3598,1.44,36,65,--  ,8000,0,--  ,--  ,0.41,         10.52亿,         23.15亿,-3.15,1185,7,0.0018,-3,-9.47,-12.2,-12.48,-11.35,3.56,          6.27亿,--  ,0.93,-0.15,-0.15,-6.7,-4.58,-5.04,-5.04,1.64,-0.6,20191105,20160419,0.91,--  ,--  ,5.8,4.99,--  ,14.04,3.87,1.02,0.45,0.69,0.28,0.2,1.66,1.44,0.53,0.27,0.39,0.29,0.29,0.29,-0.21,2.13,0.05,-0.12,10833,2275,5.79万,741.32,-17.13,4.64,513.11,16.12,0,0.314㈢,5.49,0,1.83,2.35,0.05,85.96,   5.72㈢,63.06,19.07,19.87,0.52,615,300508,--  ,--  ,--  
300045,华力创通,-5.19,10.24,-0.56,10.23,10.24,249515,5274,-0.38,6.04,10.7,,,,59.82,10.77,10.1,10.8,114.35,259498176,0.65,IT设备,北京,6.2,10.4,132425,117090,1.13,1489,35,--  ,4195500,0.11,--  ,--  ,4.13,         42.31亿,         62.98亿,-3.16,3560,70,0.0017,-3,-12.85,-15.72,13.03,9.87,6.88,         37.13亿,56.25,1.38,-0.93,-0.28,-6.48,-3.7,-4.3,-4.92,1.39,-1.48,20191121,20100120,6.15,--  ,--  ,24.14,18.97,0.07,21.15,15.6,0.63,2.95,4.59,2.22,10.49,7.89,4.84,2.89,0.48,-0.01,0.45,0.41,0.41,0.42,4.72,-1.19,-1.52,41852,8664,8.87万,-14.56,19.13,3.32,-52.97,13.01,0.19,0.067㈢,3.08,0,1.28,0.77,-0.19,78.56,   2.18㈢,40.36,9.88,8.53,0.3,690,300045,--  ,--  ,--  
002255,海陆重工,-5.19,3.47,-0.19,3.46,3.47,366599,6313,-0.28,5.69,3.58,,,,--  ,3.59,3.4,3.66,33.59,127535384,0.88,专用机械,江苏,5.19,3.48,190537,176062,1.08,2300,283,--  ,2595100,0.12,--  ,--  ,6.44,         22.36亿,         29.23亿,-3.16,3138,117,0.0018,-3,-11.03,-28.6,8.1,8.77,5.97,         21.30亿,--  ,1.29,-2.19,-1.91,-7.1,-4.95,-3.07,-3.34,2.06,-0.24,20191025,20080625,8.42,--  ,--  ,75.65,38.16,1.61,47.43,51.33,14.63,1.6,32.46,11.55,17.72,21.57,18.14,14.68,0.89,0.05,0.83,0.54,0.65,0.37,7.17,-3.74,-3.08,46829,13110,4.55万,-48.14,31.67,0.77,-7.82,1.61,0,0.077㈢,4.53,0,2.56,0.85,-0.44,50.44,   1.71㈢,19.09,4.9,3.6,0.17,1315,2255,--  ,--  ,--  
601233,桐昆股份,-5.19,11.5,-0.63,11.49,11.5,250434,5759,-0.08,1.36,11.99,,,,10.84,11.99,11.25,12.13,6.5,290401664,1.22,化纤,浙江,6.1,11.6,139074,111360,1.25,236,160,--  ,1613900,0.01,--  ,--  ,18.48,        212.51亿,        212.51亿,-4.29,3482,72,0.0004,-3,-7.64,-17.39,-16.85,-23.28,2.38,        120.88亿,10.57,1.18,-1.15,-1.15,-7.25,-4.4,-4.09,-4.09,2.22,-0.79,20200103,20110518,18.48,--  ,--  ,390.44,185.7,0.67,52.27,139.97,160.27,11.27,165.88,25.63,3.15,62.26,372.4,323.18,32.01,0.31,32.27,24.58,24.51,23.64,90.53,57.16,24.63,50241,20922,24.06万,-2.1,20.66,1.19,3.72,0.57,0.98,1.340㈢,9.68,9.68,3.37,4.9,3.09,47.56,  13.20㈢,13.22,8.6,6.58,8.16,17463,601233,--  ,--  ,--  
002373,千方科技,-5.2,20.62,-1.13,20.61,20.62,352603,2371,-0.23,3.7,21.2,,,,37.56,21.25,20.03,21.75,38.99,725905600,1.13,软件服务,北京,5.61,20.59,192057,160546,1.2,664,10,--  ,7534500,0.05,--  ,--  ,9.53,        196.59亿,        307.45亿,-3.17,4575,77,0.0008,-3,-9.59,-27.85,9.16,14.31,4.83,        150.61亿,42.52,1.3,-2.53,-2.3,-7.91,-5.35,-2.74,-2.96,2.95,0.15,20200323,20100318,14.91,--  ,--  ,143.62,85.38,3.44,38.16,84.52,6.1,7.26,51.67,23.08,32.2,43.57,56.94,39,6.59,0.02,6.59,6.24,5.91,5.23,27.38,-3.53,-7.36,73095,9993,20.60万,20.54,26.33,3.42,-87.08,5.4,0.25,0.400㈢,6.03,6.03,2.92,1.84,-0.24,59.45,   6.93㈢,31.51,11.58,10.39,4.85,5384,2373,--  ,--  ,--  
300036,超图软件,-5.21,22.76,-1.25,22.75,22.76,105644,618,-0.08,2.84,23.26,,,,56.79,23.5,22.22,24.01,59.71,240640624,1.06,软件服务,北京,5.33,22.78,59292,46352,1.28,490,213,--  ,2998200,0.04,--  ,--  ,3.72,         84.78亿,        102.31亿,-3.18,3265,32,0.0009,-3,-7.78,-19.78,12.12,14.2,2.99,         80.42亿,64.39,1.38,-3.12,-2.12,-7.46,-5.13,-2.15,-3.15,2.43,-0.08,20191021,20091225,4.5,--  ,--  ,26.57,20.36,-0.05,23.54,14.35,1.55,1.02,6.14,0.17,8.28,8.34,10.53,4.55,1.29,0.07,1.37,1.25,1.29,1.1,7.07,-4.27,-5.4,31330,11278,25.67万,21.15,15.04,5.02,-23.94,9.71,0.31,0.286㈢,4.53,0,1.86,1.57,-0.95,76.63,   6.31㈢,56.84,12.28,12.2,1.5,3555,300036,--  ,--  ,--  
002354,天神娱乐,-5.22,2.18,-0.12,2.18,2.19,126707,396,0.46,1.81,2.23,,,,--  ,2.26,2.16,2.3,--  ,27710296,1.41,互联网,辽宁,4.35,2.19,79377,47330,1.68,733,4908,--  ,176200,0.01,--  ,--  ,7,         15.26亿,         20.32亿,-3.19,1472,86,0.0012,-3,-8.01,-18.66,-29.91,-23.78,2,         13.80亿,--  ,0.89,-3.04,-1.74,-6.09,-4.91,-2.24,-3.54,0.93,-0.3,20191031,20100209,9.32,--  ,--  ,72.53,15.91,2.29,74.91,19.63,1.01,1.17,36.77,0.29,4.56,58.87,10.38,4.64,-2.62,0.52,-2.61,-3.24,-4.06,-4.86,-53.02,-1.02,-2.99,51788,12223,2.66万,-261.61,-44.46,1.28,-19.96,1.96,0,-0.436㈢,1.71,0,6.32,-5.69,-0.11,21.93, -25.53㈢,55.28,-25.26,-39.14,1.6,1117,2354,--  ,--  ,--  
000586,汇源通信,-5.23,10.69,-0.59,10.68,10.69,104709,2326,-0.36,5.41,10.87,,,,422.02,11.09,10.61,11.28,250.91,113013464,0.4,通信设备,四川,4.26,10.79,58676,46033,1.27,634,129,--  ,1862000,0.14,--  ,--  ,1.93,         20.68亿,         20.68亿,-3.2,2657,39,0.002,-4,-13.65,3.69,2.59,5.32,8.38,         13.35亿,--  ,0.83,-3.63,-1.68,-5.94,-4.32,-1.66,-3.61,0.75,-0.91,20191030,19951220,1.93,--  ,--  ,6.09,2.42,0.25,56.14,5.27,0.45,0.21,3.21,1.2,2.49,0.65,2.78,2.04,0.05,0.01,0.06,0.04,0.06,0.04,-0.34,-0.35,-0.03,28285,4416,4.72万,427.72,10.97,8.53,-59.43,7.45,0,0.032㈢,1.25,0,0.33,-0.17,-0.18,39.81,   2.55㈢,26.44,1.7,2.23,0.1,983,586,--  ,--  ,--  
300168,万达信息,-5.23,19.93,-1.1,19.93,19.94,195161,3510,0.1,1.73,20.5,,,,194.92,20.59,19.78,21.03,396.43,392352928,0.7,软件服务,上海,3.85,20.1,106546,88615,1.2,234,617,--  ,3241200,0.02,--  ,--  ,11.31,        225.41亿,        227.17亿,-3.2,3565,55,0.0005,-2,-5.14,-8.58,23.79,29.16,2.79,        139.51亿,103.32,1.28,-2.52,-2.09,-5.94,-4.4,-2.78,-3.21,0.76,-0.83,20200323,20110125,11.4,--  ,--  ,90.51,39.09,0.19,56.6,53.08,3.58,9.59,32.7,14.22,21.83,11.06,16.59,10.22,0.53,0.05,0.53,0.36,0.43,0.27,13.04,-11.06,-3.74,40492,17287,34.45万,-71.72,5.81,7.63,-20.53,13.7,0.11,0.040㈢,2.61,2.61,0.97,1.14,-0.97,43.19,   1.10㈢,38.4,3.23,2.59,0.87,5628,300168,--  ,--  ,--  
688233,神工股份,-5.23,50.17,-2.77,50.17,50.22,34166,343,0.34,9.34,50.96,,,,71.14,51.83,49.01,52.94,80.1,170712800,0.9,化工原料,辽宁,5.33,49.97,19402,14764,1.31,188,10,--  ,2697200,0.14,--  ,--  ,0.37,         18.35亿,         80.27亿,-4.33,1962,17,0.0048,-1,-8.13,-19.57,131.52,131.52,9.34,         18.35亿,79.48,0,-3.74,-2.1,-7.42,-5.62,-1.55,-3.2,2.37,0.39,20200220,20200221,1.6,--  ,--  ,3.86,3.59,--  ,6.94,1.91,1.41,0.27,0.17,0.62,0.06,1.3,1.66,0.53,0.88,0.01,0.88,0.75,0.75,0.74,1,1.07,0.57,32803,1115,5.59万,0,0,16.67,75.07,48.22,0,0.470㈢,3.01,3.01,0.81,0.63,0.67,93.06,  20.94㈢,68.04,53.08,45.15,0.07,143,688233,--  ,--  ,--  
600590,泰豪科技,-5.24,5.61,-0.31,5.6,5.61,199101,2929,-0.35,2.36,5.82,,,,20.98,5.82,5.57,5.92,25.44,112768624,0.6,电气设备,江西,4.22,5.66,125433,73668,1.7,1784,41,--  ,632600,0.02,--  ,--  ,8.44,         47.36亿,         48.60亿,-4.34,1937,103,0.0012,-3,-13.16,-4.27,-4.1,-3.61,4.01,         27.84亿,19.56,1.29,-1.69,-1.69,-5.91,-4.33,-3.61,-3.61,0.72,-0.91,20191213,20020703,8.66,--  ,--  ,127.04,41.57,4.27,63.92,86.49,6.18,3.79,75.2,11.09,40.46,24.81,33.57,26.7,2.69,0.65,1.94,1.63,1.43,1.57,8.73,11.16,2.23,45316,10952,6.14万,-11.02,1.42,1.17,4.36,1.45,0,0.165㈢,4.8,0,2.86,1.01,1.29,32.72,   3.45㈢,20.46,8,4.27,1.04,3267,600590,--  ,--  ,--  
600850,华东电脑,-5.24,22.07,-1.22,22.07,22.08,55803,523,-0.13,1.31,22.97,,,,31.9,22.97,22,23.29,27.09,124148552,1.02,软件服务,上海,4.16,22.25,33915,21888,1.55,17,41,--  ,631700,0.01,--  ,--  ,4.27,         94.21亿,         94.21亿,-4.34,2303,24,0.0006,-3,-9.11,-16.33,-14.13,-12.97,2.26,         54.50亿,32.85,1.43,-1.37,-1.37,-5.54,-4.48,-3.92,-3.92,0.32,-0.76,20200103,19940324,4.27,--  ,--  ,61.76,24.93,1.61,57.03,59.92,0.31,0.41,35.21,33.12,10.01,0.63,51.89,43.57,2.97,-0.01,2.98,2.62,2.61,2.55,19.36,-0.69,-2.81,25676,9617,21.23万,3.61,4.73,3.68,-136.84,1.82,1.54,0.610㈢,5.99,5.99,0.15,4.54,-0.16,40.37,  10.46㈢,16.03,5.73,5.03,1.76,2351,600850,--  ,--  ,--  
000881,中广核技,-5.24,6.87,-0.38,6.87,6.88,88117,815,0,2.86,7.2,,,,33.16,7.2,6.75,7.25,64.43,60876080,1.01,综合类,辽宁,6.21,6.91,55633,32484,1.71,426,253,--  ,162700,0.01,--  ,--  ,3.08,         21.16亿,         64.95亿,-3.21,1783,49,0.0016,-1,-5.37,-10.78,0,0,3.62,         16.72亿,21.44,0.86,-0.69,-0.69,-6.9,-4.71,-4.58,-4.58,1.78,-0.53,20200313,19980902,9.45,--  ,--  ,116.63,57.23,4.23,47.31,77.88,22.9,3.59,47.36,13.48,22.46,31.37,46.59,39.03,1.11,0.32,1.2,0.99,0.76,0.18,14.93,0.38,-0.36,38000,6406,4.40万,-59.91,-2.63,1.13,173.07,1.39,0.48,0.080㈢,6.05,0,3.32,1.58,0.04,49.07,   1.32㈢,16.23,2.39,1.62,1.41,5550,881,--  ,--  ,--  
603028,赛福天,-5.24,11.75,-0.65,11.75,11.78,43349,921,0.09,1.96,12.41,,,,220.74,12.5,11.68,12.4,256.11,51688816,0.54,钢加工,江苏,6.61,11.92,27556,15793,1.74,108,41,--  ,244500,0.02,--  ,--  ,2.21,         25.94亿,         25.94亿,-4.34,1340,32,0.0015,-1,0.25,13.75,-5.09,-0.59,4.38,         11.63亿,161.9,0.61,0.08,0.81,-5.81,-3.84,-5.32,-6,0.6,-1.4,20191030,20160331,2.21,--  ,--  ,8.91,7.03,--  ,21.14,4.6,3.7,0.26,1.82,1.87,1.1,1.91,4.85,4.01,0.07,0,0.11,0.08,0.08,0.04,2.67,0.75,-0.15,16953,5840,6.86万,-37.24,0.47,3.69,34.56,5.35,0.19,0.034㈢,3.18,0,0.86,1.21,0.34,78.86,   1.08㈢,17.19,1.38,1.57,0.15,746,603028,--  ,--  ,--  
