代码,名称,涨幅%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,短期形态,中期形态,长期形态,市盈(TTM),最高,最低,昨收,市盈(动),总金额,量比,细分行业,地区,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,开盘换手Z,封成比,封单额,流通股(亿),流通市值,AB股总市值,强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,市盈(静),贝塔系数,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
002665,首航高科,0.96,3.16,0.03,3.15,3.16,708572,6951,0,3.14,3.18,,,,--  ,3.25,3.12,3.13,385.59,225461504,0.93,电气设备,北京,4.15,3.18,350949,357623,0.98,6498,4618,--  ,2629200,0.05,--  ,--  ,22.56,         71.30亿,         80.22亿,2.99,3176,223,0.001,1,2.26,-4.53,-9.2,-5.96,4.12,         54.30亿,--  ,0.59,1.6,3.83,-0.32,1.66,-0.63,-2.77,1.28,-0.7,20200102,20120327,25.39,--  ,--  ,83.71,67.26,0.59,18.94,34.92,36.5,2.54,14.7,3.09,6.24,39.86,3.52,2.46,0.06,-0.01,0.17,0.12,0.16,0.19,1.23,-2.01,-3.75,63076,27241,8.61万,195.48,-28.37,1.22,-39.94,22.77,0,0.006㈢,2.6,2.6,1.57,0.05,-0.08,80.35,   0.23㈢,30.12,1.83,4.43,0.27,962,2665,--  ,--  ,--  
600097,开创国际,0.96,9.49,0.09,9.49,9.5,30216,336,0.11,1.34,9.32,,,,18.99,9.66,9.25,9.4,16.9,28691012,1.07,渔业,上海,4.36,9.5,15064,15152,0.99,5,109,--  ,92300,0.01,--  ,--  ,2.26,         21.47亿,         22.86亿,1.86,1219,25,0.0011,1,1.5,1.17,-3.66,-3.95,3.23,          8.87亿,16.14,0.89,-0.85,2.77,-1.6,1.01,1.82,-1.76,2.59,-0.06,20191117,19970619,2.41,--  ,--  ,25.39,17.11,0.51,30.62,12.8,9.36,1.2,3.94,4.78,1.18,6.12,16.77,10.48,1.3,0,1.29,1.16,1.01,1,5.64,2.1,0.38,13470,6941,6.59万,-17.19,17.52,1.34,10.9,1.36,1.91,0.421㈢,7.1,0,2.54,2.34,0.87,67.37,   5.93㈢,37.55,7.73,6.05,--  ,1191,600097,--  ,--  ,--  
002566,益盛药业,0.95,7.45,0.07,7.45,7.46,46714,935,0.4,2.04,7.35,,,,34.27,7.62,7.3,7.38,33.43,34906208,0.92,中成药,吉林,4.34,7.47,21519,25195,0.85,427,195,--  ,298400,0.02,--  ,--  ,2.29,         17.07亿,         24.66亿,2.98,1204,39,0.0017,1,2.19,0.81,13.4,11.69,2.59,         13.43亿,35.36,0.08,-0.41,3.25,-1.08,1.25,1.36,-2.23,2.05,-0.3,20200224,20110318,3.31,--  ,--  ,25.4,19.11,1.23,19.93,20.21,4.14,0.55,4.59,16.57,2.02,8.35,7.46,1.71,0.8,0,0.81,0.68,0.55,0.5,6.45,1.29,0.23,23428,7696,5.73万,4.11,-0.56,1.28,19.17,3.31,0,0.167㈢,5.84,5.84,2.52,1.95,0.39,75.23,   2.89㈢,77.11,10.75,7.42,0.15,1823,2566,--  ,--  ,--  
600521,华海药业,0.94,24.66,0.23,24.66,24.67,519084,3434,0.53,4.15,24.55,,,,88.77,25.34,23.2,24.43,47.79,1268300416,1.33,化学制药,浙江,8.76,24.43,233646,285438,0.82,233,28,--  ,21844600,0.13,--  ,--  ,12.51,        308.46亿,        326.10亿,1.84,4463,116,0.0009,5,18.11,17.37,42.87,42.87,7.86,        162.89亿,300.48,0.92,0.49,3.72,-5.03,0.01,0.45,-2.68,6.29,0.93,20191031,20030304,13.22,--  ,--  ,117.97,55.56,1.63,51.52,64.33,26.81,5.94,50.73,22.12,14.96,11.6,40.12,16.31,6.78,-0.16,6.68,5.43,5.12,3.73,26.03,12.52,15.05,47121,14018,34.57万,100.4,4.39,5.87,26.04,8.13,0,0.410㈢,4.2,0,0.88,1.97,0.95,47.1,   9.21㈢,59.34,16.9,12.76,3.14,6214,600521,--  ,--  ,--  
002084,海鸥住工,0.94,5.38,0.05,5.37,5.38,45989,534,0.37,0.94,5.28,,,,23.35,5.42,5.23,5.33,18.85,24543948,1.92,家居用品,广东,3.56,5.34,27553,18436,1.49,244,305,--  ,23200,0,--  ,--  ,4.91,         26.39亿,         27.24亿,2.97,2245,20,0.0004,5,1.9,-4.61,-17.74,-17.1,1.76,         14.05亿,64.34,0.89,-0.94,1.69,-1.88,0.13,1.89,-0.74,2.87,0.81,20200326,20061124,5.06,--  ,--  ,30.42,15.73,1.05,44.84,20.23,5.54,1.42,11.09,5.3,5.9,5.95,18.33,13.94,1.27,0.01,1.25,1.1,1.08,0.98,5.26,0.94,-2.69,28089,9300,5.00万,211.89,16.34,1.69,29.12,1.49,0,0.214㈢,3.18,3.18,1.17,1.04,0.18,51.71,   6.89㈢,23.99,6.95,5.91,0.69,3562,2084,--  ,--  ,--  
601390,中国中铁,0.93,5.4,0.05,5.39,5.4,1168052,21343,0.19,0.63,5.31,,,,6.7,5.44,5.28,5.35,6.43,628236864,1.34,建筑工程,北京,2.99,5.38,502572,665480,0.76,8432,1258,--  ,4831600,0.01,--  ,--  ,186.37,       1006.39亿,       1099.63亿,1.84,4415,265,0.0001,2,1.89,-8.63,-8.32,-9.09,1.62,        388.94亿,7.64,1.03,-0.75,1.68,-1.31,0.53,1.69,-0.74,2.27,0.4,20191031,20071203,245.71,--  ,42.07,10291.48,2106.21,232.1,77.28,6984.66,588.54,675,6574.74,2146.59,1182.11,552.18,5701.81,5142.53,208.38,10.89,209.49,167.22,154.78,147.63,912.59,-409.16,-185.02,628567,11459,6.19万,18.65,15.56,0.73,-3.24,0.23,2.22,0.610㈢,7.39,7.39,2.25,3.71,-1.67,20.47,   7.35㈢,9.81,3.65,2.71,104.7,282256,601390,--  ,--  ,--  
600512,腾达建设,0.93,3.26,0.03,3.26,3.27,582292,12353,0.31,3.64,3.18,,,,9.56,3.29,3.15,3.23,7.42,188586144,0.87,建筑工程,浙江,4.33,3.24,273106,309186,0.88,5938,6868,--  ,1252600,0.03,--  ,--  ,15.99,         52.12亿,         52.12亿,1.83,2887,202,0.0013,2,-0.31,-3.26,18.12,16.02,4.49,         42.28亿,201.66,1.5,-1.55,1.86,-2.48,0.27,2.52,-0.91,3.49,0.66,20191030,20021226,15.99,--  ,--  ,98.11,47.33,1.83,49.89,64.43,2.91,2.36,40.17,33.5,5.73,23.07,24.47,22.04,7.98,6.39,7.94,7.21,5.27,2.22,6.68,7.12,-9.21,84256,15393,5.02万,4165.18,2.17,1.1,7.32,2.13,0.62,0.329㈢,2.96,0,1.44,0.42,0.45,48.24,  11.13㈢,9.93,32.61,21.52,0.82,3340,600512,--  ,--  ,--  
002561,徐家汇,0.92,7.7,0.07,7.69,7.7,36521,438,0.39,0.92,7.55,,,,14.87,7.75,7.51,7.63,15.03,27875306,1.41,百货,上海,3.15,7.63,19661,16860,1.17,102,385,--  ,348100,0.02,--  ,--  ,3.97,         30.58亿,         32.01亿,2.94,1041,35,0.0009,2,1.31,1.58,-5.29,-5.86,1.54,         18.30亿,13.72,0.65,-1.05,1.57,-1.57,0.03,1.99,-0.65,2.53,0.88,20200328,20110303,4.16,--  ,--  ,27.6,22.93,0.44,15.34,17.93,5.48,3.49,3.7,0.19,0.22,5.24,19.29,13.68,3.02,0.3,3.05,2.28,2.13,1.84,11.44,2.26,0.73,27800,8548,6.58万,-7.92,-6.8,1.4,14.19,1.66,4.72,0.512㈣,5.51,0,1.26,2.75,0.54,83.07,   9.29㈣,29.07,15.65,11.04,--  ,982,2561,--  ,--  ,--  
600316,洪都航空,0.92,12.13,0.11,12.13,12.14,91424,867,-0.07,1.27,11.85,,,,59.93,12.29,11.55,12.02,--  ,108881808,1.05,航空,江西,6.16,11.91,48361,43063,1.12,477,250,--  ,285600,0.01,--  ,--  ,7.17,         86.99亿,         86.99亿,1.82,2246,41,0.0006,2,-1.38,-10.68,-5.45,-6.91,2.46,         45.10亿,58.1,1.26,-1.41,2.25,-3.91,-0.92,2.36,-1.3,5.02,1.83,20191025,20001215,7.17,--  ,--  ,73.98,48.04,0.17,34.83,54.03,6.61,1.19,25.2,36.22,3.4,31.53,17,16.18,-0.67,0.01,-0.68,-0.79,-0.8,-1.11,7.84,-2.41,-4,60111,6185,7.50万,-6.03,28.17,1.81,-36.09,5.12,0.1,-0.111㈢,6.7,0,4.4,1.09,-0.34,64.94,  -1.66㈢,4.87,-3.94,-4.69,0.31,6681,600316,--  ,--  ,--  
002959,小熊电器,0.9,84.95,0.76,84.95,84.96,19173,522,0.3,6.39,83.31,,,,43.21,85.6,81.58,84.19,45.62,160773968,0.78,家用电器,广东,4.77,83.86,9838,9335,1.05,2,3,--  ,2391000,0.1,--  ,--  ,0.3,         25.48亿,        101.94亿,2.93,2205,9,0.0029,1,-2.34,3.4,23.75,22.41,6.39,         25.48亿,54.46,1.18,-1.05,1.67,-3.1,-0.4,1.97,-0.76,4.13,1.3,20200323,20190823,1.2,--  ,--  ,22.16,15.64,--  ,29.42,17.69,1.14,1.97,6.49,4.12,0.91,9.7,17.21,11.14,2.16,0.03,2.16,1.68,1.68,1.63,4.5,1.08,3.85,12811,2342,19.89万,0,0,6.16,94.77,5.92,0,1.800㈢,13.8,13.8,8.08,3.75,0.9,70.58,  10.72㈢,35.29,12.58,9.74,0.53,2564,2959,--  ,--  ,--  
601633,长城汽车,0.89,9.03,0.08,9.03,9.04,176158,2511,0.11,0.29,8.92,,,,19.46,9.09,8.51,8.95,21.19,158190896,0.67,汽车整车,河北,6.48,8.98,85311,90847,0.94,364,652,--  ,999000,0.01,--  ,--  ,60.28,        544.30亿,        544.30亿,1.8,3211,55,0.0001,2,-0.34,-2.38,2.85,2.03,1.93,         82.42亿,15.69,1.46,-0.34,1.56,-4.92,0.34,1.23,-0.66,6.11,0.56,20191026,20110928,91.27,--  ,31,988.61,529.92,--  ,46.4,555.31,303.06,39.42,387.25,66.33,27.39,14.11,615,520.8,33.8,0.38,35.85,29.51,29.17,25.89,370.99,99.06,22.23,80589,11326,10.23万,-25.7,-6.13,1.56,8.32,1.34,3.24,0.320㈢,5.81,0,0.15,4.06,1.09,53.6,   5.51㈢,15.32,5.5,4.74,14.74,63455,601633,--  ,--  ,--  
002465,海格通信,0.89,11.29,0.1,11.29,11.3,394186,3273,0.18,1.85,11.02,,,,53.69,11.32,10.61,11.19,50.1,431931936,1.01,通信设备,广东,6.34,10.96,146554,247632,0.59,423,766,--  ,905700,0.01,--  ,--  ,21.27,        240.19亿,        260.27亿,2.92,4487,88,0.0004,1,-1.23,-9.09,6.72,4.24,2.53,        175.75亿,59.96,1.23,-1.52,1.16,-5.18,-2.08,2.45,-0.27,6.41,2.97,20200328,20100831,23.05,--  ,--  ,130.77,95.95,4.48,23.2,78.66,13.11,2.42,22.66,16.91,25.11,38.38,46.07,28.72,5.7,0.34,5.99,5.59,5.19,3.51,21.21,2.36,6.03,113582,13705,15.47万,19.32,11.2,2.71,110.07,5.65,1.07,0.225㈣,4.16,0,1.66,0.92,0.1,73.37,   5.41㈣,37.66,12.36,11.28,6.78,7804,2465,--  ,--  ,--  
002533,金杯电工,0.89,5.67,0.05,5.67,5.68,150185,1342,0.53,2.9,5.5,,,,25.19,5.76,5.42,5.62,22.03,83772504,0.53,电气设备,湖南,6.05,5.58,65960,84225,0.78,1044,341,--  ,1256200,0.06,--  ,--  ,5.18,         29.38亿,         41.55亿,2.92,2493,60,0.0012,1,-7.36,1.62,13.4,12.95,4.03,         21.15亿,31.06,0.95,-2.14,2.49,-3.56,-0.75,3.09,-1.56,4.61,1.64,20200311,20101231,7.33,--  ,--  ,52.11,24.13,2.02,49.8,38.62,9.18,1.68,23.59,12.09,10.64,8.39,41.59,35.29,1.61,0.01,1.61,1.44,1.41,1.27,9.41,1.69,-2.48,43061,8662,4.91万,27.93,19.31,1.29,24.63,1,2.01,0.250㈢,4.4,4.4,1.15,1.28,0.23,46.31,   5.86㈢,15.14,3.86,3.4,1.36,2706,2533,--  ,--  ,--  
300175,朗源股份,0.89,6.83,0.06,6.83,6.84,154251,2091,-0.28,3.34,6.61,,,,92.43,6.95,6.61,6.77,111.11,105195520,0.73,食品,山东,5.02,6.82,72535,81716,0.89,39,905,--  ,1008700,0.06,--  ,--  ,4.62,         31.53亿,         32.16亿,2.91,2106,73,0.0016,1,1.04,4.11,10.87,12.89,5.78,         18.24亿,54.5,0.96,-2.36,2.66,-2.36,0.73,3.33,-1.73,3.33,0.15,20200325,20110215,4.71,--  ,--  ,12.92,8.3,1.74,22.31,4.27,3.61,0.3,2.67,1.55,1.68,0.74,3.31,2.35,0.28,0.03,0.28,0.21,0.22,0.19,3.99,0.19,0.23,21972,12152,8.30万,-52.51,37.2,3.82,173.06,9.71,0.15,0.046㈢,1.79,1.79,0.16,0.85,0.04,64.21,   2.62㈢,29.15,8.59,6.55,0.1,466,300175,--  ,--  ,--  
002853,皮阿诺,0.88,16.1,0.14,16.09,16.1,18228,316,0.94,1.91,16.15,,,,15.14,16.59,15.8,15.96,15.18,29308652,1.49,家居用品,广东,4.95,16.08,10054,8174,1.23,10,6,--  ,536200,0.06,--  ,--  ,0.95,         15.33亿,         25.01亿,2.9,1273,14,0.0015,2,0.01,-3.93,-9.6,-11.83,3.14,          9.34亿,17.45,0.8,1.19,3.95,-1,0.75,-0.31,-2.95,1.9,0.13,20200310,20170310,1.55,--  ,--  ,19.7,11.22,0.66,39.7,15,2.74,1.02,7.14,2.08,2.1,4.9,10.08,6.53,1.42,0.08,1.42,1.19,1.24,1.15,4.25,-1.23,-2.38,16283,3564,5.74万,21.24,29.68,2.13,-20.39,2.48,1.25,0.796㈢,7.56,7.56,3.15,2.74,-0.79,56.97,  11.01㈢,35.21,14.13,12.26,0.26,2251,2853,--  ,--  ,--  
002748,世龙实业,0.87,6.93,0.06,6.93,6.94,15687,272,0,0.65,6.87,,,,144.71,6.94,6.6,6.87,--  ,10681364,1.02,化工原料,江西,4.95,6.81,7274,8413,0.86,9,280,--  ,79700,0.01,--  ,--  ,2.4,         16.63亿,         16.63亿,2.9,707,22,0.0009,1,1.01,3.27,-6.6,-6.23,1.8,          6.03亿,28.97,0.77,0,1.02,-3.93,-0.88,0.87,-0.14,5,1.76,20191101,20150319,2.4,--  ,--  ,15.95,11.3,0.19,27.97,5.36,7.28,0.8,4.31,1.08,1.6,3.33,16.4,15.3,-0.13,0,-0.13,-0.12,-0.12,-0.14,4.77,-0.15,-1.35,18220,4777,3.31万,-135.66,68.6,1.47,-108.07,1.01,1.46,-0.050㈢,4.71,0,1.39,1.99,-0.06,70.81,  -1.06㈢,6.65,-0.79,-0.73,0.03,1289,2748,--  ,--  ,--  
000501,鄂武商Ａ,0.87,11.56,0.1,11.56,11.57,145358,3094,0.35,1.89,11.34,,,,8.12,11.62,11.25,11.46,8.15,166701136,0.94,百货,湖北,3.23,11.47,68148,77210,0.88,241,378,--  ,688300,0.01,--  ,--  ,7.68,         88.75亿,         88.90亿,2.9,2808,52,0.0007,2,3.39,5.76,-13.47,-12.95,3.32,         50.56亿,8.39,0.95,-1.05,1.4,-1.83,0.07,1.94,-0.52,2.76,0.8,20191029,19921120,7.69,--  ,--  ,228.57,90.45,--  ,60.43,65.85,65.15,69.22,128.39,33.3,0.25,14.49,128.81,101,10.89,0.14,10.94,8.18,8.18,7.99,54.63,8.9,-7.15,23124,18916,21.87万,4.52,-0.42,0.98,9.99,0.69,1.75,1.070㈢,11.76,0,1.88,7.1,1.16,39.57,   9.04㈢,21.59,8.45,6.35,--  ,9118,501,--  ,--  ,--  
002270,华明装备,0.86,4.7,0.04,4.69,4.7,173250,2279,0,2.34,4.58,,,,18.52,4.74,4.44,4.66,26.64,79299896,0.51,电气设备,山东,6.44,4.58,83310,89940,0.93,643,812,--  ,779100,0.04,--  ,--  ,7.39,         34.73亿,         35.68亿,2.89,1970,88,0.0012,1,-9.79,3.75,-5.05,-4.47,4.32,         18.84亿,21.57,0.7,-1.72,1.72,-4.72,-1.78,2.62,-0.84,5.86,2.64,20191120,20080905,7.59,--  ,--  ,38.46,23.37,0.06,39.08,26.18,3.21,2.02,6.4,4.46,11.87,9.42,8.41,4.14,1.07,0.09,1.13,1.07,1,0.86,12.86,0,-0.72,27899,14369,6.75万,36.71,35.79,1.53,51716.28,4.24,0.92,0.132㈢,3.08,0,1.24,1.69,0,60.77,   4.30㈢,50.73,12.73,11.95,0.27,1662,2270,--  ,--  ,--  
000703,恒逸石化,0.86,11.77,0.1,11.77,11.78,185486,2300,-0.07,0.73,11.98,,,,19.11,12.37,11.74,11.67,11.33,221424464,2.17,化纤,广西,5.4,11.94,80915,104571,0.77,227,1462,--  ,4258900,0.03,--  ,--  ,25.45,        299.49亿,        334.47亿,2.88,3235,57,0.0002,2,0.26,-15.32,-10.83,-15.44,1.37,        159.03亿,16.9,0.48,2.66,6,0.6,2.29,-1.75,-4.85,0.26,-1.44,20200227,19970328,28.42,--  ,--  ,766.62,222.63,50.4,64.38,185.7,136.01,11.74,317.43,42.21,13.17,98.41,622.05,585.95,33.82,11.4,33.62,27.29,22.14,19.01,87.17,20.89,-24.54,23416,57700,67.91万,-9.28,-6.37,1.5,16.01,0.54,2.57,0.779㈢,7.83,0,3.46,3.07,0.74,29.04,   9.94㈢,5.8,5.44,3.56,3.9,13754,703,--  ,--  ,--  
002532,新界泵业,0.85,5.9,0.05,5.89,5.9,50650,2280,0.17,1.18,5.68,,,,23.37,5.94,5.58,5.85,20.85,28997856,1.23,农用机械,浙江,6.15,5.73,24554,26096,0.94,62,181,--  ,640100,0.05,--  ,--  ,4.31,         25.42亿,         29.68亿,2.88,1248,41,0.0009,2,2.07,-1.33,-0.84,-2.16,2.43,         12.28亿,22.49,0.7,-2.91,1.54,-4.62,-2.13,3.87,-0.67,5.73,2.99,20191031,20101231,5.03,--  ,--  ,20.07,13.84,0.38,29.2,7.92,6.59,1.98,5.66,3.13,2.1,1.31,12.1,8.31,1.21,0.1,1.22,1.06,1.07,0.95,6.35,1.7,-0.16,22542,9233,5.45万,-4.4,8.64,2.15,17.45,2.45,3.42,0.212㈢,2.75,0,0.26,1.26,0.34,68.93,   7.72㈢,31.34,10.04,8.82,0.57,2426,2532,--  ,--  ,--  
600301,ST南化,0.85,5.94,0.05,5.93,5.94,9517,50,0,0.4,5.82,,,,212.96,5.97,5.76,5.89,214.77,5600156,1.13,化工原料,广西,3.57,5.88,3634,5883,0.62,233,163,--  ,10500,0,--  ,--  ,2.35,         13.97亿,         13.97亿,1.75,199,48,0.002,2,1.71,2.95,-15.98,-13.66,0.6,          9.50亿,212.96,0.57,-1.19,1.36,-2.21,-0.1,2.06,-0.5,3.12,0.94,20200325,20000712,2.35,--  ,--  ,4.01,3.23,--  ,19.49,3.96,0,0,0.63,1.63,0.23,11.32,6.69,6.53,0.07,0,0.07,0.07,0.07,0.07,-11.01,-0.37,-0.37,7805,20487,12.17万,-87.98,142.71,4.33,-37.62,2.09,0,0.028㈣,1.37,0,4.81,-4.68,-0.16,80.51,   2.01㈣,2.37,0.97,0.97,--  ,257,600301,--  ,--  ,--  
603299,苏盐井神,0.84,5.97,0.05,5.97,5.98,44658,1497,0.34,0.8,5.85,,,,23.54,5.98,5.8,5.92,14.79,26354728,0.82,化工原料,江苏,3.04,5.9,21526,23132,0.93,360,1303,--  ,350400,0.02,--  ,--  ,5.59,         33.40亿,         46.31亿,1.75,962,46,0.0008,1,1.02,-3.4,-12.97,-13.61,1.59,         16.82亿,31.7,1.11,-1.18,1.01,-2.03,-0.31,2.05,-0.17,2.93,1.16,20191030,20151231,7.76,--  ,--  ,68.49,38.96,1.41,41.05,25.33,30.8,6.05,26.76,6.56,2.96,16.01,31.49,21.18,2.93,0,2.9,2.38,2.35,2.09,14.3,4.78,-0.71,46305,6083,3.63万,27.21,-3.48,1.19,9.68,1.47,1.01,0.303㈢,5.02,0,2.06,1.84,0.62,56.89,   6.03㈢,32.72,9.29,7.46,0.05,2548,603299,--  ,--  ,--  
603063,禾望电气,0.84,8.43,0.07,8.43,8.44,27154,151,0.24,1.06,8.32,,,,54.6,8.44,8,8.36,48.98,22317836,1.19,电气设备,深圳,5.26,8.22,13831,13323,1.04,117,225,--  ,24100,0,--  ,--  ,2.55,         21.52亿,         36.31亿,1.74,1128,24,0.0009,1,-1.29,-12.83,-9.93,-9.74,1.06,         21.52亿,67.02,1.23,-0.48,0.96,-4.31,-1.69,1.32,-0.12,5.38,2.52,20200316,20170728,4.31,--  ,--  ,39.41,24.92,0.85,34.61,31.95,0.43,0.18,11.65,6.73,13.24,9.9,11.88,7.55,0.56,0,0.56,0.62,0.56,0.43,9.96,-1.75,-2.88,19866,12851,10.83万,28.16,164.16,1.46,-20.7,3.06,0.18,0.129㈢,5.79,0,2.3,2.31,-0.41,63.23,   2.23㈢,36.46,4.73,4.68,1.04,838,603063,--  ,--  ,--  
600268,国电南自,0.83,6.07,0.05,6.06,6.07,260543,4713,0.5,4.1,5.98,,,,74.39,6.2,5.62,6.02,75,155040512,0.7,电气设备,江苏,9.63,5.95,130720,129823,1.01,3620,333,--  ,647600,0.03,--  ,--  ,6.35,         38.56亿,         42.20亿,1.73,3541,74,0.0012,2,-3.8,-3.5,14.75,18.09,8.25,         19.18亿,74.39,1.1,-0.66,2.99,-6.64,-1.15,1.51,-2.1,8.01,1.98,20200327,19991118,6.95,--  ,--  ,87.99,24.03,6.92,64.82,64.47,9.89,3.11,55.31,7.52,37.09,13.17,49.47,36.08,2.55,0.06,2.55,2.15,0.56,0.11,1.64,6.9,2.14,53780,5875,3.57万,7.78,0.33,1.76,6.12,0.85,0.83,0.081㈣,3.46,0,1.89,0.24,0.99,27.31,   2.34㈣,27.07,5.15,1.14,2.68,3843,600268,--  ,--  ,--  
300439,美康生物,0.83,14.57,0.12,14.57,14.58,131210,1365,0.07,6.52,14.57,,,,20.08,15,14.45,14.45,18.37,193723568,1.66,医疗保健,浙江,3.81,14.76,63229,67981,0.93,728,68,--  ,4815400,0.27,--  ,--  ,2.01,         29.32亿,         50.31亿,2.86,2702,49,0.0024,1,6.5,4.97,7.77,7.21,10.83,         17.65亿,20.69,0.12,0.83,3.81,0,2.18,0,-2.87,0.83,-1.35,20191225,20150422,3.45,--  ,--  ,44.96,20.65,0.89,52.1,22.53,4.08,1.77,20.29,4.19,12.08,6.08,23.54,15.17,2.87,0.32,2.87,2.23,2.05,1.72,10.73,2.56,-0.85,18481,6555,9.55万,3.67,0.26,3.78,19.64,2.14,1.01,0.600㈢,3.85,3.85,1.76,3.11,0.74,45.93,   9.95㈢,35.56,12.18,8.72,0.88,2863,300439,--  ,--  ,--  
300587,天铁股份,0.82,15.93,0.13,15.93,15.94,32152,388,-0.05,2.26,15.78,,,,33.36,16.02,15.57,15.8,43.16,51102920,1.28,橡胶,浙江,2.85,15.89,10551,21601,0.49,189,131,--  ,345600,0.03,--  ,--  ,1.42,         22.61亿,         28.95亿,2.85,1331,24,0.0017,2,1.92,-12.18,6.7,0.44,3.95,         12.95亿,36.82,0.46,-0.13,1.39,-1.46,0.6,0.95,-0.56,2.31,0.23,20200103,20170105,1.82,--  ,--  ,21.17,9.7,1.51,47.05,11.96,4.14,1.11,7.75,2.36,7.09,4.4,5.74,2.73,0.83,0,0.82,0.64,0.5,0.49,3.2,-0.98,-0.16,12156,6690,10.66万,19.14,77.33,2.77,-29.66,5.04,0.56,0.277㈢,5.76,5.76,2.42,1.76,-0.54,45.84,   5.18㈢,52.52,14.55,8.77,0.17,786,300587,--  ,--  ,--  
601126,四方股份,0.81,6.19,0.05,6.18,6.19,125593,1540,0,1.59,6.01,,,,26.58,6.35,5.86,6.14,26.79,76607024,0.65,电气设备,北京,7.98,6.1,59854,65739,0.91,479,5617,--  ,212200,0.01,--  ,--  ,7.88,         48.79亿,         50.34亿,1.72,1932,65,0.0008,2,-3.88,12.14,11.93,11.73,3.06,         25.41亿,26.58,1.2,-2.12,3.42,-4.56,-0.66,3,-2.52,5.63,1.47,20200327,20101231,8.13,--  ,--  ,58.33,39.17,-0.24,33.26,47.44,4.83,2.3,19,8.61,23.13,14.08,36.81,21.56,2.04,0,2.29,1.79,1.88,1.65,15.62,8.61,5.97,22978,17864,11.06万,-13.42,4.32,1.28,5.85,1.37,2.79,0.240㈣,4.82,0,1.73,1.92,1.06,67.16,   4.80㈣,41.44,5.53,5.1,4.44,3217,601126,--  ,--  ,--  
000717,韶钢松山,0.79,3.83,0.03,3.82,3.83,387044,2011,0,1.6,3.76,,,,5,3.92,3.67,3.8,5.39,145924992,1.37,普钢,广东,6.58,3.77,179182,207862,0.86,3762,1364,--  ,397100,0.01,--  ,--  ,24.2,         92.67亿,         92.67亿,2.82,2448,158,0.0007,2,1.05,-10.72,-16.56,-19.2,3.41,         43.51亿,2.78,0.96,-1.05,3.16,-3.42,-0.78,1.86,-2.3,4.36,1.57,20191031,19970508,24.2,--  ,--  ,167.47,74.67,--  ,55.41,54.05,98.75,1.98,88.64,20.91,0.19,32.09,216.51,195.68,14.72,1.18,14.72,12.89,12.89,11.91,12.31,18.45,1.26,119015,9545,3.66万,-53.23,11.77,1.24,5.02,0.43,0,0.533㈢,3.09,0,1.33,0.51,0.76,44.59,  17.27㈢,9.62,6.8,5.96,3.16,6691,717,--  ,--  ,--  
600284,浦东建设,0.79,6.4,0.05,6.4,6.41,90897,2381,0.16,0.94,6.31,,,,12.63,6.4,6.27,6.35,18.65,57451128,0.75,建筑工程,上海,2.05,6.32,49809,41088,1.21,174,830,--  ,922500,0.02,--  ,--  ,9.7,         62.10亿,         62.10亿,1.69,1475,62,0.0006,5,2.4,-7.11,1.58,0.79,1.34,         43.47亿,13.6,0.93,-0.63,0.79,-1.26,-0.46,1.43,0,2.07,1.25,20191030,20040316,9.7,--  ,--  ,127.98,59.69,2.02,51.78,101.12,1.98,0.88,54.17,28.12,7.8,19.91,32.82,29.41,2.68,1.19,2.85,2.53,2.5,2.02,26.13,5.6,21.15,89648,7576,4.85万,16.2,69.41,1.04,11.09,1.89,2.36,0.257㈢,6.15,0,2.05,2.69,0.58,46.64,   4.18㈢,10.37,8.17,7.61,1.57,522,600284,--  ,--  ,--  
